Document	psif	sim_avg	sim_max	sim_min	sim_max_index	sim_min_index
Worker injured in fall from tractor.	psif	0.4843307435512543	0.9997345209121704	-0.031073054298758507	4463	6168
Employee was loading a roller onto a trailer when it slid off the trailer and rolled over him.	psif	0.4130743145942688	0.9589135050773621	-0.13276487588882446	305	5866
While pouring concrete an employee was injured when he was hit-by the concrete truck boom.	psif	0.4715237021446228	0.9958386421203613	-0.05279123783111572	2609	7341
Female construction worker injureds in a compactor tip over at a highway construction site.	psif	0.461160272359848	0.9890022277832031	-0.06668166071176529	2267	1154
Worker trimming tree injured in fall.	psif	0.45423054695129395	0.9999822974205017	-0.0915212333202362	5048	224
Roofing employee fell through skylight to shop floor.	psif	0.44168952107429504	0.9975131154060364	-0.11413407325744629	513	143
Died in construction zone pile-up	psif	0.38088154792785645	0.9549057483673096	-0.19314263761043549	7045	245
"""Our preliminary description was that he was hit to a wall by a dump truck,"" said Melanie Mesaros, a spokesperson for Oregon Occupational Safety and Health Administration"	psif	0.3800503611564636	0.955483615398407	-0.19538287818431854	1102	3048
Worker injureds in excavation collapse in arizona.	psif	0.4548763632774353	0.9919711351394653	-0.08221842348575592	4223	443
Another crew dug this pit on Thursday.	psif	0.01731978729367256	0.05592423304915428	-0.02128465659916401	4765	5928
Worker injured when tractor tipped over.	psif	0.4870923161506653	0.9999642968177795	-0.025779644027352333	6048	347
A dishwasher was shot and injured at La Haciena Mexican restaurant during a robbery.	psif	0.4319297969341278	0.9552814364433289	-0.09142186492681503	5101	4161
The top half of the rig mast collapsed giving slack to the cables supporting the traveling block, as a result the block came crashing down to the rig floor.	psif	0.36873555183410645	0.9381190538406372	-0.20064795017242432	775	426
Worker mildly hited in injection mold machine.	psif	0.4237169325351715	0.9930809736251831	-0.1456470936536789	6291	583
Sheriff injured in traffic collision.	psif	0.39605727791786194	0.9520266056060791	-0.15991204977035522	5970	111
Worker injured in fall from ladder.	psif	0.47897154092788696	1.0	-0.04205690324306488	4388	6168
An employee was found injuredd in the cab of the truck he was driving while parked at a truck stop.	psif	0.47602006793022156	0.9954158067703247	-0.0433756485581398	6020	1115
Timothy Craig McMaster, 48, of Lazy Lane, injuredd from injuries from a flash fire involving chemicals, said Susan Danielsen, public information officer with the Greensboro Police Department.	psif	0.3671448528766632	0.9741628170013428	-0.23987312614917755	4515	6168
A San Francisco city worker who was mildly run over by a tourist bus in a crosswalk in front of City Hall was identified Friday as Priscila “Precy” Moreto by Mayor Ed Lee.	psif	0.3275492787361145	0.9213992953300476	-0.2663007080554962	471	711
Employee was not wearing arc flash gloves at this time.	psif	0.017975926399230957	0.05909723788499832	-0.023145386949181557	4765	607
Carpenter injureds after falling 10 feet from a step ladder/porch floor.	psif	0.43087178468704224	0.9976636171340942	-0.13592006266117096	5003	143
Company owner was ascending a ladder, when the ladder slid, resulting in a fall to the ground.	psif	0.3937387466430664	0.9935626983642578	-0.2060852199792862	5733	2619
Caught in hay baler http://www.radioiowa.com/2014/06/19/massena-man-injureds-in-farm-accident/	psif	0.39147019386291504	0.9279983043670654	-0.14505788683891296	6433	7302
Foreman falls to his injured from a steel beam in south carolina.	psif	0.4298022389411926	0.9835061430931091	-0.12390164285898209	5151	708
Fall from 1 story building	psif	0.3584761321544647	0.9725357890129089	-0.2555835247039795	1082	2619
Apprentice lineman shockd.	psif	0.44191238284111023	0.9922112822532654	-0.10838650912046432	5976	4965
Worker hit and injured by log.	psif	0.43245813250541687	0.9999625086784363	-0.13504625856876373	4359	1082
Suffocated trapped in corn grain bin_x000D_	psif	0.42968282103538513	0.9741829037666321	-0.11481726914644241	7350	4711
injured in course of vehicle pursuit	psif	0.42003333568573	0.9892237782478333	-0.1491570770740509	847	639
50-year-old utility worker shockd in ohio.	psif	0.45653778314590454	0.9884284138679504	-0.07535286992788315	2142	4965
performing directional boring work.	psif	0.049636997282505035	0.14512193202972412	-0.04584793746471405	4260	2703
Victim had an industrial accident at the warehouse and was discovered lying under a 1800-pound stack of plywood.	psif	0.3534429371356964	0.9008669257164001	-0.19398106634616852	7459	2537
Operator injureds from hiting injuries after being hit between a track drill control console and exterior wall of courthouse.	psif	0.4269082844257355	0.9855759739875793	-0.1317593902349472	3430	6893
Officials said Fiscaya opened the door to the elevator, but there was no elevator car and he somehow stepped in and fell four stories.	psif	0.3957066535949707	0.9480887055397034	-0.15667538344860077	4116	5537
Laborer touching suspended cement bucket shockd when crane cable contacts 7200-volt powerline in north carolina.	psif	0.4693388044834137	0.9958972334861755	-0.05721963942050934	385	2027
Two employees were shockd when the ladder they were using made contact with the overhead power lines.	psif	0.46748384833335876	0.998352587223053	-0.06338490545749664	1333	2027
A worker fell approximately 16 feet from a ladder-jack scaffold or from the ladder supporting a ladder-jack scaffold and injuredd as a result of that fall.	psif	0.47052961587905884	0.9988581538200378	-0.05779891088604927	2563	6168
An employee was in an excavation approximately 15 feet deep assisting in repairing a storm drain when the excavation collapsed resulting in his injured.	psif	0.46140676736831665	0.9873061776161194	-0.06449262797832489	2773	1595
An employee was laying plywood sheathing on floor joist trusses when he fell to the concrete ground without the use of fall protection.	psif	0.43582379817962646	0.993884265422821	-0.1222366914153099	4215	5859
Worker hit and injured by mast of the forklift.	psif	0.48657602071762085	0.99991375207901	-0.026761721819639206	4642	6168
Mason injureds after falling 36 feet from scaffolding.	psif	0.4373597800731659	0.9846642017364502	-0.10994463413953781	3147	3563
Worker injured in fall on boat.	psif	0.47687429189682007	0.9998875260353088	-0.04613896459341049	5856	578
The black and red 2-inch flex hose whipped and the victim, who was not protected from a fall hazard, fell from the pump scaffold approximately 20 feet to the ground.	psif	0.35665857791900635	0.9901438355445862	-0.2768267095088959	461	426
An employee removing temporary road markers was hit by a vehicle while working in a construction work zone.	psif	0.4630923867225647	0.99801105260849	-0.0718262568116188	3142	31
A 25-year-old Cedar County sheriff deputy was shot and injured Saturday night during a routine traffic stop.	psif	0.42543530464172363	0.9821548461914062	-0.1312842071056366	832	1126
Electronics plant employee shockd in north carolina.	psif	0.43362560868263245	0.9883288741111755	-0.12107764929533005	4740	4700
Worker injured when water tank roof collapsed.	psif	0.4797708988189697	0.9999081492424011	-0.04036634415388107	6076	578
Electrical project supervisor injureds after contacting an energized conductor.	psif	0.4522019028663635	0.9857262372970581	-0.08132246136665344	4470	359
One employee was shockd after contacting a 12kV distribution line while working from an aerial lift.	psif	0.4689886271953583	0.9989199042320251	-0.0609426312148571	4239	2027
ceiling fell in the PC conference room.	psif	0.017288604751229286	0.05709246173501015	-0.022515252232551575	4765	607
The employee fell from an 8 foot A-Frame ladder and hit the concrete floor.	psif	0.43927308917045593	0.9963603019714355	-0.11781414598226547	133	2537
Worker injured in fall from elevated forklift.	psif	0.4807892143726349	0.9998998045921326	-0.038321349769830704	4802	6168
An AC compressor was elevated with a crane, the line snapped and fell on an employee	psif	0.45898616313934326	0.9822384119033813	-0.06426607072353363	3972	770
Fell about 50 feet from a boom truck while hanging power lines.	psif	0.2886344790458679	0.8022645711898804	-0.22499562799930573	7205	6257
Two employees working inside a pump pit between two clarifiers at the City of El Paso wastewater treatment plant were overcome and unable to escape from the pit, which was filling with water due to a pump leak.	psif	0.38033634424209595	0.9520430564880371	-0.1913703829050064	6850	3667
Heart attack in parking lot of detention center	psif	0.42478856444358826	0.9573695063591003	-0.10779235512018204	5784	4151
Pinned between tractor/wagon	psif	0.3359708786010742	0.8488026857376099	-0.1768609583377838	1126	1023
Phillip Hogg was injured after a co-worker hit the gas accidentally on an SUV and pushed him through double doors.	psif	0.3790043592453003	0.9183322787284851	-0.1603235900402069	1006	4413
Fell from wheeled ladder/stairs, hit head_x000D_	psif	0.29466909170150757	0.8916719555854797	-0.3023337721824646	1082	2619
Fourteen-year-old youth pulled into operating wood chipper.	psif	0.363599956035614	0.9652925729751587	-0.23809263110160828	3048	6456
Mayor of Harrison suffered heart attack in his office after returning from lunch._x000D_	psif	0.4233872890472412	0.9670454859733582	-0.12027090787887573	1165	1271
Employee was found in front of a circuit breaker panel and a socket wrench was found inside panel.	psif	0.3196459412574768	0.789679765701294	-0.15038789808750153	24	637
Employee was working from a bucket truck and came into contact with live wires.	psif	0.44973018765449524	0.9537928700447083	-0.05433247610926628	1127	5186
Private plane crash upon take-off in Bedford	psif	0.44655007123947144	0.9870682954788208	-0.09396816790103912	5947	760
Died of heart attack, found at work	psif	0.43022751808166504	0.9849388003349304	-0.12448375672101974	5967	1271
Found on floor 6/27/2014	psif	0.2616596817970276	0.6753741502761841	-0.15205475687980652	4116	2350
Employee was working installing cable when he lifted his basket higher into the air making contact with electrical wire causing the shock.	psif	0.46583276987075806	0.9982408285140991	-0.0665753185749054	3554	2027
The employee was working on a roof when he collapsed.	psif	0.4717426896095276	0.9986348152160645	-0.05514946207404137	3889	6168
Worker injuredd from mass bee stings.	psif	0.4405631124973297	0.9978667497634888	-0.11674053221940994	6183	224
As the employees were preparing to climb down to the ground from an elevated pipe rack, the stainless steel Foul Condensate tank exploded, striking the employees who were standing eight feet above, and at the eastern edge of the exploded tank.	psif	0.34728002548217773	0.8666319847106934	-0.1720719337463379	76	261
An employee fell 10-12 feet while standing on top of a roof being constructed.	psif	0.45903292298316956	0.9990079998970032	-0.08094213902950287	5508	443
The employee was engaged in fire watch duties when a piece that was being cut fell, striking the employee in the chest.	psif	0.3998725414276123	0.9348704814910889	-0.13512539863586426	6569	6168
An employee standing near the scrap pile was hit in the abdomen by a piece of steel when the excavator pulled it from the pile.	psif	0.4419819116592407	0.9850520491600037	-0.10108822584152222	694	1186
A construction worker was injured in an industrial accident when the piece of equipment he was operating overturned in water.	psif	0.4678454101085663	0.9978523850440979	-0.06216156855225563	2321	1082
Painter injureds in 25-foot fall from tank top onto concrete pad.	psif	0.4474964737892151	0.985394299030304	-0.09040136635303497	1372	6
Working in an elevated bucket lift that touched a power line.	psif	0.4555530250072479	0.9922324419021606	-0.0811263918876648	230	2027
Three employees performing roadway construction work along the south side of a highway were loading a pile of asphalt when an 18 wheel tractor trailer traveling from west to east crossed the median entering the east bound lane and mildly striking two of the three employees.	psif	0.40649688243865967	0.9793904423713684	-0.16639670729637146	6819	7099
Worker shockd while repairing air conditioner.	psif	0.46595335006713867	0.9946084022521973	-0.06270168721675873	6244	578
Fall (from elevation)	psif	0.33493494987487793	0.8859132528305054	-0.21604332327842712	1	5823
Employee fell 7 feet off of a scaffolding working level onto a concrete lanai below.	psif	0.46252113580703735	0.998870313167572	-0.0738280639052391	403	443
A 15-year-old male farm laborer injureds after the tractor he was operating overturned into a manure pit.	psif	0.47557583451271057	0.9891383647918701	-0.03798667713999748	1207	6372
An employee was in the attic of the Old Highway Department Building when he fell approximately 20 feet through the ceiling, landing on the concrete surface below.	psif	0.35178422927856445	0.9845398664474487	-0.2809714376926422	308	426
Investigators are trying to determine how a man doing nighttime work on the windows of the federal building in downtown Cleveland fell six stories to his injured.	psif	0.4155988097190857	0.9771431088447571	-0.1459454894065857	406	2537
Worker injuredd after being pulled into rotating parts of industrial washing machine.	psif	0.4505903720855713	0.9975607991218567	-0.09638004004955292	6299	2810
Employee was hit-by a tow rope in the back of the head.	psif	0.45902520418167114	0.9886589050292969	-0.0706084817647934	118	6372
Annual crane inspection not verified.	psif	0.03134714812040329	0.12486959248781204	-0.06217529624700546	4260	2027
injured while driving Brinks truck on the highway	psif	0.4277503490447998	0.9850963354110718	-0.12959562242031097	1286	7099
Employee working on a cellphone tower fell about 300 feet from the ground level.	psif	0.40209096670150757	0.9869261384010315	-0.18274420499801636	374	2619
The Maine Department of Marine Resources identified the fisherman whose body was found floating beside his boat in Penobscot Bay on Wednesday as 36-year-old Jeremy Philbrook of Vinalhaven Island.	psif	0.3991152346134186	0.9827519059181213	-0.18452145159244537	992	6257
Fall (same level)	psif	0.05582117661833763	0.16496239602565765	-0.05332004278898239	5069	2027
Fall (same level)	psif	0.05582117661833763	0.16496239602565765	-0.05332004278898239	5069	2027
An employee fell approximately 75 feet from an 80 feet by 11 feet platform	psif	0.3731599450111389	0.9939016103744507	-0.24758175015449524	4655	2619
An employee performing construction working was cutting a six foot by eight foot by six (6) inch deep concrete wall, when the wall fell pinning the employee under the wall.	psif	0.3882206082344055	0.9289017915725708	-0.15246056020259857	3666	261
Worker injuredd after getting caught in press.	psif	0.4511007070541382	0.9953019022941589	-0.09310048818588257	6313	2810
Employee was lifting bridge between loading dock and semitrailer and strained his back.	psif	0.3700706362724304	0.9064850211143494	-0.1663437783718109	147	7056
A temp worker was found laying next to a dumpster.	psif	0.2690478265285492	0.7137468457221985	-0.1756511777639389	376	4413
Worker shockd when digger truck made contact with power line.	psif	0.4812852442264557	0.998502790927887	-0.03593231365084648	5095	2027
The employee stopped to help a person in need of help on the side of the road, and his coworker ran him over.	psif	0.3688497543334961	0.8737471699714661	-0.1360476315021515	3387	1271
A worker was hit by a backhoe and landed in the back of a dump truck filled with asphalt.	psif	0.48216673731803894	0.9987472891807556	-0.034413810819387436	1740	7205
An employee was welding in 2.5 feet of water and fell over backwards.	psif	0.37658336758613586	0.9593220949172974	-0.20615537464618683	1121	426
Worker mildly hited by bag of raw material that rolled off pallet.	psif	0.4092769920825958	0.9524537324905396	-0.1338997483253479	59	3490
Hispanic worker injureds after being hit with a projectile from a nearby commercial lawnmower.	psif	0.44516921043395996	0.9962083697319031	-0.10586993396282196	2831	1082
Maintenance man injureds after being drawn into 17½-inch-diameter positive pressure intake pipe.	psif	0.33831652998924255	0.9170336127281189	-0.2404005378484726	5630	948
Employee fell 35 feet from a beam.	psif	0.44561392068862915	0.9919178485870361	-0.10069003701210022	524	443
The employee suffered a mild fall while replacing tiles on the roof.	psif	0.44363266229629517	0.984420657157898	-0.09715534746646881	1517	3563
Worker injured in fall from tree.	psif	0.47649911046028137	1.0000001192092896	-0.047001879662275314	7035	6
An employee performing masonry work fell from a scaffold or a deck into an elevator shaft.	psif	0.45722901821136475	0.9940152764320374	-0.07955724745988846	6958	2537
Roofer falls to injured from roofsouth carolina.	psif	0.41939541697502136	0.9849397540092468	-0.1461489200592041	2659	1007
Worker hit and injured by falling tree.	psif	0.46924254298210144	0.9999745488166809	-0.06148947775363922	4676	1082
Construction worker shockd in north carolina.	psif	0.44894105195999146	0.9917075037956238	-0.09382537007331848	5976	4700
Employee fell from sloped surface into moving/rotating preheater basket.	psif	0.4289228916168213	0.9870049357414246	-0.12915916740894318	635	143
Texas deputy / car swept away in flood._x000D_	psif	0.35559454560279846	0.8923399448394775	-0.18115083873271942	424	6257
Two workers coughd inside underground storage tank.	psif	0.3556848168373108	0.9918574690818787	-0.2804878056049347	6168	3667
Owner of landscape company working to remove a palm tree at private residence when it became unstable and fell onto him.	psif	0.37786343693733215	0.9910738468170166	-0.2353469729423523	7152	3071
Wastewater treatment plant operator injureds in recirculation pit in iowa.	psif	0.23344223201274872	0.7713843584060669	-0.30449989438056946	3416	178
Milton Kimball was working as a injuredsel mechanic at Mirra Construction Company when he was injured in an accident while backing an excavator out of a garage.	psif	0.4218442738056183	0.9743339419364929	-0.13064540922641754	3752	2671
The rigging failed and the slab fell onto the truck driver	psif	0.36995556950569153	0.9431226849555969	-0.20321156084537506	7333	4413
One injured, one near miss in sewer in kentucky.	psif	0.32259684801101685	0.8983064293861389	-0.2531127631664276	90	22
An Amtrak train carrying 341 people slammed into a backhoe on the track near Philadelphia, injury two construction workers.	psif	0.3531990647315979	0.9170852899551392	-0.21068717539310455	441	1615
A worker performing residential reroofing fell from a ladder and injuredd three days later.	psif	0.47494810819625854	0.9990573525428772	-0.0491611547768116	7251	6168
police officer mildly shot himself	psif	0.42845988273620605	0.9823950529098511	-0.12547525763511658	1601	109
