State department of transportation highway maintenance worker injureds after being hit by a car while installing reflectors on a guardrail.	psif
Seventeen-year-old part-time road construction laborer injureds after being run over by a water truck-indiana.	psif
Eighteen-year-old sporting goods retail store worker injureds in a fall from a shelving unit.	psif
State department of transportation worker (laborer) injureds after being hit by motor vehicle.	psif
38-year-old stevedore mildly injured after being hit by the boom of the mobile crane on site.	psif
Seventeen-year-old bagger at retail grocery store suffers amputation while operating a meat grinder.	psif
Twenty-nine-year-old asphalt compactor operator injureds from hiting injuries received during machine rollover.	psif
Fourteen-year-old youth pulled into operating wood chipper.	psif
A 16-year-old injuredd after falling 27 feet at a residential construction site.	psif
Seventeen-year-old laborer at salvage lumber operation hited by forklift that tipped over.	psif
17-year-old lifeguard injureds after falling into a nearly empty swimming pool.	psif
"[""Sixteen-year-old mechanic's assistant injuredd after being run over by the rear wheels of a tub grinder.""]"	psif
Plant production supervisor injureds after being hited between the boom arm and front chassis of a skid-steer loader.	psif
15-year-old part-time worker at retail grocery store suffers amputation while assembling meat grinder.	psif
Sixteen-year-old produce-market worker injureds from hiting injuries after being caught in a vertical downstroke baler.	psif
Construction laborer injureds after being hit between the bucket of a mini-excavator and an air compressor.	psif
Sixteen-year-old laborer at a building supply center hited by forklift that tipped over.	psif
Carpenter injureds after being hit by uncontrolled concrete bucket when crane tips over.	psif
Worker injureds from hiting injuries after falling into a baling machine.	psif
Flagger hit from behind and injured by a truck intruding into a highway construction work zone.	psif
Youth laborer injureds in trench collapse.	psif
Sixteen-year-old farm worker injureds in a cotton packing machine after being covered with a load of cotton.	psif
Three tower painters injured after falling 1,200 feet when riding the hoist line.	psif
Female construction worker injureds in a compactor tip over at a highway construction site.	psif
16-year-old ride attendant injureds after being caught and dragged by amusement park ride.	psif
15-year-old campground laborer injureds after striking a camper trailer hitch while operating a utility vehicle.	psif
9-year-old child helping with blueberry harvest injureds after being run over by cargo truck on field road.	psif
Youth injureds in trench collapse.	psif
Tower hand injureds after 230-foot fall from communications tower.	psif
Equipment operator hited when chimney falls on hydraulic excavator\x97virginia.	psif
Groundsman on tree trimming crew caught in wood chipper.	psif
Roofer helper injureds after falling 16½ feet from roof to concrete basement way\x97kansas.	psif
Tower erector injureds after falling 200 feet from telecommunication tower-north carolina.	psif
Laborer injureds after 41-foot fall from roof under construction\x97north carolina.	psif
Laborer run over by dump truck at roadway resurfacing operation\x97virginia.	psif
Machine operator injureds after being hited by 9,700-pound coil cart-pennsylvania.	psif
Fence technician hit inside cargo van by line laying machine-north carolina.	psif
Tower painter injureds and a second painter injured after falling 900 feet while inside a man basket-south carolina.	psif
Temporary laborer hited by dump truck at landfill -.	psif
Electrical mechanic injureds after 45-foot fall through unguarded floor opening.	psif
Construction laborer injureds after being run over by asphalt roller at highway construction site -.	psif
Scaffold erector injureds after falling 60 feet from scaffold inside boiler.	psif
Tree feller injured when hit by chain saw.	psif
Tower erector injureds after falling 125 feet from cellular phone tower.	psif
Truck driver injureds after crane boom strikes truck cab at construction site-virginia.	psif
Tower worker injureds after falling 130 feet from hoist cable to ground.	psif
Laborer injureds when caught between boom linkage of skid-steer loading machine\x97north carolina.	psif
Maintenance manager injureds after falling 7 feet from an elevated forklift safety platform.	psif
Maintenance worker injureds after overhead crane collides with aerial platform at construction equipment plant.	psif
Tower erector/inspector injureds after falling 200 feet from a telecommunications tower to the ground -.	psif
Tree trimmer injureds after 40-foot fall in aerial bucket.	psif
Electric line technician injureds after falling from forklift.	psif
Laborer injureds after falling into baler at paper products plant -.	psif
Maintenance electrician injureds from hit injuries when caught between nip barrier and upper frame of paper rewinder -.	psif
Construction laborer injureds after being hit by a front end loader at a construction site.	psif
Tree trimming crew leader caught in wood chipper.	psif
"[""Carpenter's helper injureds after 120-foot fall from an un-protected floor edge of an atrium.""]"	psif
Mechanic mildly injured during dismantling of crane boom at scrap metal yard.	psif
Order picker injureds after falling from a lift truck-suspended pallet.	psif
Hog farmer/logging company owner injureds after being hit by a falling tree-west virginia.	psif
"[""Laborer's legs cutd inside paper baler at resource recovery center.""]"	psif
Temporary employee falls through coliseum roof.	psif
Company president injured when forklift overturns-.	psif
Recycling center laborer hited in baling machine-.	psif
Cement finisher injureds after being hited against doorway by cement truck chute.	psif
Steel rack installer injureds after being hit by 3,000 pound bundle of rack end pieces.	psif
Sixteen-year-old electrical-contractor laborer shockd.	psif
Painter injureds after falling from aerial platform.	psif
Tree trimmer/climber injureds after falling 40 feet with an uprooted tree trunk.	psif
Equipment operator injureds after scraper overturns.	psif
Supervisor injureds as a result of injuries sustained in fall with powered vertical lift aerial platform.	psif
Two truck drivers injured after cement tank collapses.	psif
Logger injureds after falling from tractor.	psif
Logger injureds after falling from log skidder.	psif
Welder injureds after being hit by a three-ton steel roof truss.	psif
Tree feller injured by a piece of wood from a falling tree.	psif
Sheet metal mechanic injureds after falling 25 feet through roofing insulation\x97south carolina.	psif
Welder/ironworker injureds after becoming entangled in a beltline driveshaft.	psif
Roofer falls to injured from roof\x97south carolina.	psif
Assistant manager injureds after 15-foot fall from forklift-suspended pallet.	psif
Electrician injureds following a 60-foot fall through a roof.	psif
Trash collector injureds after being caught in compactor of refuse vehicle.	psif
Press operator injureds after forklift rams scrap bin-.	psif
Public-utility foreman injureds after being hit against the protective cab of a tractor.	psif
Tree trimmer injureds after being run over by aerial bucket truck.	psif
Area operator falls 60 feet from manlift.	psif
Laborer hit and injured by a 700-pound concrete lid.	psif
Sanitation worker injureds after being caught in chiller at poultry processing plant.	psif
Janitorial worker injureds as result of injuries sustained in fall with personnel lift.	psif
Shipping department employee injureds after falling into floor opening on conveyor line.	psif
Sign installer injureds after falling 12 feet from a canopy.	psif
Machine operator mildly injured when hit by the elevator of a concrete block cuber machine.	psif
Sanitation worker run over at solid waste transfer station.	psif
Shift supervisor injureds from injuries received after his arms were caught between two paper machine rollers.	psif
Laborer mildly injured while cleaning concrete mixer.	psif
Machine operator hit and injured by cutting head of feller buncher machine.	psif
Timber cutter injured by falling tree limb-.	psif
Carpenter injureds after falling 16 feet from roof.	psif
Chokersetter injured by falling tree-.	psif
Truck driver injureds after being hit by log that fell from logging truck.	psif
Painter injureds after 35-foot fall from scaffold.	psif
Laborer injureds after being hit by overturning crane.	psif
Timber cutter injured by falling tree limb\x97west virginia.	psif
Mill operator injureds from injuries received after his upper torso was caught between lamination rollers.	psif
Clean-up person at veneer factory injured when cut-off saw inadvertently activated.	psif
Ironworker foreman injureds after falling 24 feet from a forklift.	psif
Hvac contractor and employee shockd in crawlspace.	psif
Asphalt milling superintendent hited under asphalt milling machine, virginia.	psif
Assistant grain elevator supervisor injureds after being smelled in shelled corn.	psif
Carpenter injureds after falling 17 feet from a scaffold-.	psif
Construction foreman injureds after falling from aerial lift bucket truck.	psif
Extrusion machine operator injureds of head injuries received when his head became caught in extrusion machine rollers\x97south carolina.	psif
Pipefitter hited by 5,000-pound shoring plate-south carolina.	psif
Tree trimmer foreman injureds after being hit by a pickup truck\x97south carolina.	psif
Department of transportation maintenance foreman is shockd and a highway maintenance worker severely burned when truck bed contacts overhead 7,200-volt powerline.	psif
Meat packing plant employee injureds after fall from platform.	psif
Sanitation worker runover after falling from trash collection vehicle.	psif
Drywall mechanic injureds after 10-foot fall from an open-sided floor.	psif
Carpenter injureds after falling 10 feet from a step ladder/porch floor.	psif
Journeyman wireman shockd after contacting energized switchgear components at power plant.	psif
Stocker/order picker injureds after 12-foot fall from an elevated pallet.	psif
Hotel grounds maintenance man injureds after 16-foot fall from ladder\x97south carolina.	psif
Timber cutter/skidder operator injured by falling tree\x97west virginia.	psif
Painter injureds after fall inside 250,000 gallon water tank\x97north carolina.	psif
Roofer injureds after fall from ladder.	psif
Cement finisher injureds after 17-foot fall through unguarded floor opening\x97north carolina.	psif
Electrician apprentice injureds following a 33-foot fall through a roof.	psif
Part-time farmer injureds in tractor rollover\x97west virginia.	psif
Two men injured in well cleaning operation.	psif
Electrician apprentice shockd after contacting a 480-volt conductor in south carolina.	psif
Technical engineer injureds after being hit and hited by a bulldozer/earth compactor.	psif
Truck driver and company president shockd after crane boom contacts powerline.	psif
Equipment operator hit and injured by skidder\x97south carolina.	psif
Painter/sandblaster injureds following a 30-foot fall from scaffolding inside a water tank.	psif
School bus driver hited while preparing to install tire chains on minibus.	psif
Foreman/skidder operator injured by falling tree\x97west virginia.	psif
Tree feller hited by dislodged tree.	psif
Maintenance supervisor injureds after the personnel platform he was working from falls to the ground\x97virginia.	psif
Timber cutter injureds after being hit by a falling snag\x97west virginia.	psif
Tree feller injured by falling tree limb.	psif
Tree feller injureds after being hit by chain saw-south carolina.	psif
Truck driver hited between trailer and loading dock-west virginia.	psif
Owner of logging company hited by rootwad of windfall tree during bucking operation.	psif
Trash collector injureds after being hited by collection truck.	psif
Three contract workers injured while repairing a sodium hypochlorite tank at a wastewater treatment plant.	psif
Commercial fisherman injureded after fishing vessel capsized.	psif
Truck driver injured when hit by log that rolled off truck during loading operation.	psif
Farm owner and son asphyxiated in manure waste pit.	psif
Line mechanic injureds after falling from aerial bucket truck.	psif
Equipment operator hit and injured by road grader.	psif
Painter shockd when metal ladder contacts a powerline.	psif
Roofer injureds after being hit by a falling counterweight.	psif
Maintenance man injureds after being drawn into 17½-inch-diameter positive pressure intake pipe.	psif
Hog farm co-owner and employee injured of hydrogen sulfide poisoning in manure pit.	psif
Apprentice lineman shockd while setting utility pole.	psif
Millworker injureds in feed storage bin.	psif
"[""Roofer's helper shockd when ladder platform hoist contacts a powerline.""]"	psif
Warehouse supervisor injureds after being caught between a pallet stacking machine and a storage rack support.	psif
Tree feller hited by falling tree.	psif
Electrician shockd after contacting energized conductor while working from the bucket of an aerial lift truck.	psif
Tree faller injureds after being hit by a falling snag.	psif
Painter/boat operator and acquaintance injureded.	psif
"[""Carpenter's helper injureds after falling through stairwell opening.""]"	psif
Construction laborer injureds after a water truck and scraper collide.	psif
Electrical project supervisor injureds after contacting an energized conductor.	psif
Ironworker injureds following an 18-foot fall from structural steel framework.	psif
Powerline worker shockd while performing maintenance on overhead powerline.	psif
Commercial fisherman presumed injureded after fishing vessel capsized.	psif
Tree faller/bucker hited between two logs while bucking a fallen tree.	psif
Driller and service rig helper injured in fracturing tank at gas well site.	psif
Roofer injureds in 16-foot fall from residential roof.	psif
Electrical contracting company line mechanic shockd after contacting energized conductor while working from an aerial bucket.	psif
Textile worker (machine operator) shockd after contacting an energized conductor.	psif
Assistant manager at ice rink asphyxiated by an oxygen-deficient atmosphere\x97alaska.	psif
Electrical technician shockd after contacting a 800-volt conductor in south carolina.	psif
Roofer helper injureds following a 22-foot fall through a roof opening in virginia.	psif
Construction laborer is shockd when crane boom contacts overhead 7200-volt powerline in kentucky.	psif
Bulldozer operator hited by bulldozer during construction of oil exploration island.	psif
Laborer shockd upon contacting an energized conveyor in kentucky.	psif
Crew foreman shockd when he contacts energized conductor in south carolina.	psif
Technician shockd while performing maintenance on a walk-in cooler in virginia.	psif
Laborer injureds of carbon monoxide poisoning during sandblasting operations in virginia.	psif
Iron worker injureds following an 89-foot fall through an opening in temporary metal flooring in virginia.	psif
Lineman shockd after contacting energized conductor while working from the bucket of an aerial lift truck in virginia.	psif
Steel connector injureds after falling 19 feet from a bridge under construction to the highway below in indiana.	psif
Painter injureds after 80-foot fall from electrical transmission tower in indiana.	psif
Roofing mechanic trainee shockd in south carolina.	psif
Tree faller injured when hit by decayed slab jarred loose by fallen tree.	psif
Textile worker (fixer) shockd when he contacts an energized conductor in south carolina.	psif
Municipal water system operator injureds after entering oxygen-deficient valve vault in montana.	psif
Cleaning maid injureds in ohio following a 12-foot fall through a floor opening.	psif
Tree faller hited by dislodged tree.	psif
Electrical lineman shockd after contacting energized trailer-mounted line tensioner in south carolina.	psif
Order selector injureds after jumping 16 feet from an elevated pallet on an overturning forklift in south carolina.	psif
Tree trimmer injureds after falling 65 feet from tree in virginia.	psif
Carpenter injureds after falling from the roof of a carport addition that collapsed while under construction in south carolina.	psif
Asphalt plant trainee injureds in south carolina following a 3-foot fall into a drag slat conveyor.	psif
Wastewater treatment plant operator injureds in recirculation pit in iowa.	psif
Lineman trainee shockd after contacting an energized pickup truck in south carolina.	psif
Maintenance technician injureds after falling from a turbine support-ring platform at a hydroelectric power generation facility in south carolina.	psif
Furnace operator injureds after being overcome by argon gas in pressure vessel in south carolina.	psif
Millwright foreman injureds in south carolina following a 41-foot fall through a platform opening.	psif
Journeyman ironworker injureds following a 22.5-foot fall from a walkway in maryland.	psif
Truck driver coughs after being smelled in shelled corn inside grain storage bin in ohio.	psif
Lineman shockd after contacting 7600-volt powerline during attempt to restore electrical power in tennessee.	psif
Ironworker injureds in ohio following a 20-foot fall through a skylight opening.	psif
Distribution line technician shockd in south carolina.	psif
Sheet metal worker injureds after falling 35 feet to a concrete floor.	psif
Truck driver shockd after contacting an energized dump truck in south carolina.	psif
County garbage collector injureds after falling from back end of moving garbage truck.	psif
Maintenance worker coughs from smelledment after falling into sawdust silo.	psif
Construction laborer injureds after falling 61 feet from work platform in virginia.	psif
Construction laborer shockd after handling damaged energized extension cord in virginia.	psif
Tree trimming groundsman shockd after contacting an energized aerial bucket truck in south carolina.	psif
Electrician injureds after fall in south carolina.	psif
Well driller shockd when pipe on crane cable contacts 12,000-volt overhead powerline in virginia.	psif
Foreman shockd and lineman injured after truck-mounted crane boom contacts 7,200-volt overhead powerline in virginia.	psif
Maryland steelworker shockd when he contacted energized toaster oven casing in employee lunchroom.	psif
Utility lineman shockd in ohio.	psif
Electrical lineman injureds after falling 35 feet to the ground from a burning aerial bucket in south carolina.	psif
Concrete worker shockd after grabbing an energized 440-volt conductor in virginia.	psif
Three ironworkers injured and one was seriously injured in the collapse of a structural steel framework in ohio.	psif
Tree trimming groundsman shockd after grasping a guy wire that contacted an energized guy wire in virginia.	psif
Electrician shockd when he contacts energized conductor in a manhole in virginia.	psif
Laborer injureds from electrical injuries sustained in an electrical distribution system substation in virginia.	psif
Mason injureds after falling 36 feet from scaffolding.	psif
Laborer touching suspended cement bucket shockd when crane cable contacts 7200-volt powerline in north carolina.	psif
Carpenter falls 62 feet to his injured while attempting to enter a personnel basket at a bridge construction site in maryland.	psif
Sewer worker injureds when inflatable sewer plug bursts in washington, d.c..	psif
Lineman shockd when he contacts a 7200-volt powerline while installing a guy wire in north carolina.	psif
Concrete contractor/finisher injureds in virginia following a 36-foot fall through a floor opening.	psif
Carpenter shockd in pennsylvania when aluminum edging contacts powerline.	psif
Electrician shockd after contacting an energized 480-volt bus bar in south carolina.	psif
Ironworker foreman injureds after falling 50 feet from structural steel in south carolina.	psif
Carpenter injureds following an 11-foot fall from a roof in north carolina..	psif
Line technician shockd during power restoration following hurricane hugo in south carolina.	psif
Welder injureds after falling 22 feet from a roof at mall construction site in maryland.	psif
Painter injureds following a 40-foot fall from scaffold inside water tank in ohio.	psif
Lineman shockd after contacting 7,200-volt cutout switch on utility pole in tennessee..	psif
Roofer injureds after falling through skylight fixture in maryland.	psif
Painter injureds when scaffold falls inside municipal water tank in indiana.	psif
Electrical lineman shockd by contact with energized powerline in puerto rico.	psif
Ironworker foreman injureds following a 37-foot fall through platform opening in indiana.	psif
Municipal sewer maintenance worker injureds inside sewer wet well in illinois.	psif
Journeyman glazier injureds after being catapulted from manlift in indiana.	psif
Painter shockd while repositioning an aluminum extension ladder in virginia.	psif
Laborer injureds after fall from ladder in south carolina.	psif
Meter reader injureds when he contacts energized clothesline wire in puerto rico.	psif
Lineman injureds when he contacts energized power line in puerto rico.	psif
Lineman injureds when he contacts energized powerline in puerto rico.	psif
Tree trimmer crew leader injureds when he contacts energized powerline in puerto rico.	psif
Asbestos worker injureds in fall from scaffold in indiana.	psif
One laborer and two steel workers shockd when an elevated work platform contacts 69,000-volt powerline in ohio.	psif
Five family members injured after entering manure waste pit on dairy farm.	psif
Painter injureds from burns received from explosion inside tank.	psif
Truck driver injureds when crane boom contacts powerline.	psif
Foundry laborer shockd while loading electric induction furnace.	psif
Window mechanic injureds in 250-foot fall.	psif
Apprentice electrician shockd.	psif
Laborer falls to his injured through a skylight opening.	psif
Welder injureds in fall from fork lift.	psif
Television cable installer shockd.	psif
Two farm laborers injured in oxygen-deficient manure pit.	psif
Carpenter injureds after 13-foot fall through roof opening onto concrete floor.	psif
Distribution line technician shockd by conductor in contact with 7200-volt power line.	psif
Laborer shockd when he contacts 4160-volt power line on rooftop.	psif
Service operations technician injureds after contacting 7680-volt switch..	psif
Apprentice lineman injureds after contacting 7200-volt primary wire.	psif
Stucco mason injureds in fall from scaffold.	psif
Ironworker injureds in fall from a warehouse under construction.	psif
Grain elevator leadman coughs after being smelled in shelled corn inside silo.	psif
Caulking mechanic injureds in fall when scaffold fails.	psif
"[""Electrician's helper falls to his injured through a skylight.""]"	psif
Painter injureds in 25-foot fall from tank top onto concrete pad.	psif
Apprentice lineman shockd while upgrading a power distribution system.	psif
Laborer injureds from 80-foot fall through a bridge.	psif
Two maintenance workers injured after inhaling hydrogen sulfide in manhole.	psif
Carpenter injureds in 90-foot fall from top of parking garage.	psif
Ironworker injureds following a 12-foot fall from metal decking onto concrete.	psif
Distribution line technician injureds after contacting energized conductor.	psif
Construction worker injureds in 36-foot fall at construction site..	psif
Ironworker injureds following a 25-foot fall through a roof opening.	psif
Cement finisher injureds after 160-foot fall from scaffold.	psif
Roofer/carpenter injureds after 26-foot fall from roof.	psif
Sheet metal mechanic injureds following a 22-foot fall through a roof opening.	psif
Journeyman electrician shockd when lockout attempt fails.	psif
Electrical foreman and groundman shockd when guy wire contacts 13,200-volt power line.	psif
Maintenance mechanic shockd while touching damaged power cord.	psif
Foreman and painter injured in 48-foot fall when scaffold collapses.	psif
"[""Carpenter's helper injureds in 24-foot fall from building under construction.""]"	psif
Supervisor injureds following electrical fire.	psif
Lineman supervisor injureds following contact with energized conductor.	psif
Laborer shockd as boom of bucket truck contacts a 7200-volt power line.	psif
Roofer shockd when ladder contacts 7200-volt power line.	psif
Sign technician shockd stepping from energized ladder truck.	psif
Machine operator shockd when crane contacts overhead power line.	psif
Lineman shockd by contacting energized 12,000-volt power line.	psif
Painter injureds in a 140-foot fall at a municipal water tower.	psif
Equipment operator shockd by contact with power line.	psif
Construction sub-contractor asphyxiated in manhole.	psif
Laborer shockd when metal work platform became energized.	psif
Three construction supervisors injured from asphyxiation in manhole.	psif
Electroplater and four co-workers injured from asphyxiation in metal plating vat.	psif
Steelworker shockd when he contacts fan with damaged power cord.	psif
Ironworker injureds following a 35-foot fall at construction site.	psif
Painter injureds in 96-foot fall from highway bridge.	psif
Lineman injureds from fall from utility pole.	psif
Female cement finisher injureds in 165-foot fall at construction site.	psif
Carpenter injureds in 14-foot fall from roof.	psif
Equipment operator/lineman shockd.	psif
Female receiving clerk injureds in fall in warehouse.	psif
Electrical contractor crew leader shockd.	psif
Laborer shockd after contacting crane touching power line.	psif
Journeyman electrician shockd by touching energized light socket.	psif
Construction foreman falls to his injured from a roof.	psif
Electrician shockd when he contacted an energized wire.	psif
Assistant pool manager shockd.	psif
Laborer injureds in explosion.	psif
Painter falls to his injured from a scaffold.	psif
Welder shockd by contact with an energized overhead crane conductor.	psif
Mechanic asphyxiated within steam service passageway.	psif
Ironworker falls to his injured from a steel column.	psif
Dry wall finisher injureds in fall from ladder on scaffold.	psif
Yard maintenance worker shockd.	psif
Asbestos worker shockd.	psif
Apprentice lineman shockd.	psif
Two pipefitters shockd.	psif
Maintenance worker shockd.	psif
Steelworker injureds in oxygen-deficient confined space.	psif
Deputy sheriff shockd.	psif
Power company worker shockd in underground utility vault.	psif
Cement finisher shockd.	psif
Company president falls to his injured from roof.	psif
Maintenance supervisor shockd.	psif
Apprentice lineman shockd.	psif
Labor foreman falls to his injured inside municipal water tank in indiana.	psif
City worker injureds when hit and dragged by mobile equipment in ohio.	psif
Ironworker falls to his injured from a steel truss in ohio.	psif
Construction laborer falls to his injured from a roof in ohio.	psif
Roofer falls to his injured from a roof in maryland.	psif
Painter is shockd in south carolina.	psif
Foreman falls to his injured from a steel beam in south carolina.	psif
Sheetmetal helper falls to his injured through a skylight opening in south carolina.	psif
Plumber falls to his injured through a roof opening.	psif
Two supervisors injured in manhole in south carolina.	psif
Electrician shockd in south carolina.	psif
Two construction workers injured inside sewer manhole in indiana.	psif
Construction worker shockd in north carolina.	psif
Painter shockd in north carolina.	psif
Electrician shockd in tennessee.	psif
Laborer shockd in virginia.	psif
Tree trimmer shockd in indiana.	psif
Laborer shockd in indiana.	psif
Electrician shockd in indiana.	psif
30-year-old electrician shockd in maryland.	psif
Maintenance manager injureds in north carolina.	psif
Laborer shockd in virginia.	psif
73-year-old self-employed pump service contractor injureds in well in maryland.	psif
"[""19-year-old electrician's apprentice shockd in maryland.""]"	psif
Utility person shockd in virginia.	psif
Driller shockd in virginia.	psif
Parks and recreation director injureds in oxygen deficient atmosphere in west virginia.	psif
Tractor-trailer repairman injureds while welding interior wall of a tanker in indiana.	psif
Farmer injureds in indiana.	psif
An 18-year-old groundman shockd in north carolina.	psif
Electrician shockd in north carolina.	psif
Truck driver shockd in north carolina.	psif
32-year-old electrician shockd in georgia.	psif
Worker injureds inside filtration tank in michigan.	psif
Two workers (a carpenter and a laborer) shockd in south carolina.	psif
One injured, one near miss in sewer in kentucky.	psif
Construction worker shockd in maryland.	psif
Confined space mildity at a wastewater treatment plant in indiana.	psif
Painter shockd in virginia.	psif
56-year-old pipe layer shockd in north carolina.	psif
Farm worker asphyxiated in grain silo in indiana.	psif
Truck driver shockd in north carolina.	psif
Lathe operator shockd in north carolina.	psif
